latitude,longitude,total_population,population_density,median_hh_income,median_age,pct_age_20_45,pct_bachelors_plus,reachable_pop_10min,reachable_pop_15min,reachable_pop_25min,competitor_count_3mi,nearest_competitor_dist_mi,eos_count_5mi,nearest_eos_dist_mi,years_open
33.15,-112.04499999999999,17413.0,3574.5770489843135,91894.6786883363,33.86051226095446,0.36059266065583184,0.22326615172572215,3108.0,17413.0,82543.0,0.0,5.418246564934341,0.0,13.337931820794648,3.0
33.15,-112.02999999999999,25389.0,3696.9824213131405,92769.06408287054,35.5693371144984,0.37378392217101897,0.22861736578833353,3108.0,25389.0,86057.0,0.0,5.502913687647689,0.0,13.034197178098989,3.0
33.15,-112.01499999999999,20494.0,4337.692551511557,93501.6335512833,35.44258807455841,0.3765004391529228,0.22272190885137114,3108.0,20494.0,104183.0,0.0,5.718887460010767,0.0,12.663811979615266,3.0
33.15,-111.99999999999999,20494.0,4337.692551511557,93501.6335512833,35.44258807455841,0.3765004391529228,0.22272190885137114,3108.0,20494.0,111585.0,0.0,6.052126900365466,0.0,12.34313263089324,3.0
33.15,-111.98499999999999,20494.0,4337.692551511557,93501.6335512833,35.44258807455841,0.3765004391529228,0.22272190885137114,3108.0,20494.0,124123.0,0.0,6.484578457176458,0.0,12.076119573103218,3.0
33.15,-111.96999999999998,3108.0,12.710356814231673,37125.0,28.7,0.510939510939511,0.1035,3108.0,3108.0,141993.0,0.0,6.9978730359815415,0.0,11.866396093812249,3.0
33.15,-111.95499999999998,3108.0,12.710356814231673,37125.0,28.7,0.510939510939511,0.1035,3108.0,3108.0,159874.0,0.0,6.911930536390866,0.0,11.67578115036513,3.0
33.15,-111.93999999999998,5962.0,1357.9664831863586,42495.9963099631,49.18829251928882,0.27859778597785984,0.18425642401878561,0.0,5962.0,165170.0,0.0,6.301486792055276,0.0,10.972166695945626,3.0
33.15,-111.92499999999998,8710.0,1782.867835811989,49572.64959816303,56.19607347876004,0.19988518943742822,0.2539324454649828,0.0,8710.0,196534.0,0.0,5.756877569680674,0.0,10.293297336000055,3.0
33.15,-111.90999999999998,11115.0,1920.6223555297497,54779.339451192085,60.1565721997301,0.1638326585695007,0.3060499865047233,0.0,11115.0,200911.0,0.0,5.298442641515394,0.0,9.644399908873755,3.0
33.15,-111.89499999999998,13415.0,2687.79789420257,62853.51874767052,73.02517331345508,0.0222884830413716,0.3933908311591502,0.0,13415.0,206976.0,0.0,4.9501819168443335,0.0,9.03193670640699,3.0
33.15,-111.87999999999998,18170.0,2601.9628415042343,84820.85492570171,64.72285085305448,0.07589433131535499,0.45434201981287836,0.0,18170.0,209910.0,0.0,4.736460609523949,0.0,8.463820842037205,3.0
33.15,-111.86499999999998,21052.0,2640.29967842162,81828.80790423712,66.37620178605358,0.06730951928557857,0.4420153477104313,0.0,21052.0,223762.0,0.0,4.6757639710086,0.0,7.949565858268968,3.0
33.15,-111.84999999999998,27179.0,3436.048094723368,95787.78888112145,60.407634570808355,0.12285220206777289,0.44503266860443724,0.0,27179.0,231143.0,0.0,4.773932323659714,0.0,7.50025885787275,3.0
33.15,-111.83499999999998,29053.0,3329.3036404234745,122463.13695659657,55.72681306577634,0.16332220424740987,0.47433594121089045,0.0,29053.0,231756.0,0.0,5.021657342001221,0.0,7.128191919872282,3.0
33.15,-111.81999999999998,32347.0,3922.7091118308717,130408.70300182396,50.775840108819985,0.19899836151729683,0.49767557115033856,0.0,32347.0,239802.0,0.0,5.39838925989616,0.0,6.8459702503921065,3.0
33.15,-111.80499999999998,29599.0,4035.787998352236,136488.1809520592,48.86107300922328,0.21477076928274605,0.5062703773776142,0.0,29599.0,243394.0,0.0,5.87938111143827,0.0,6.6650167894215215,3.0
33.15,-111.78999999999998,41219.0,3935.37454459711,149439.3336325481,46.189885732307914,0.2310342317863121,0.5368326111744584,0.0,41219.0,258292.0,0.0,6.44131891905709,0.0,6.593674275286773,3.0
